id,status,category,flag,priority
439289,Pending,0,0,5
439290,Active,2,1,1
439291,Active,5,1,3
439292,Inactive,4,1,2
439293,Inactive,4,1,3
439294,Pending,0,0,4
439295,Inactive,7,0,3
439296,Inactive,0,0,3
439297,Inactive,0,0,1
439298,Active,4,0,4
439299,Pending,8,1,1
439300,Active,8,1,4
439301,Active,2,1,2
439302,Inactive,9,1,3
439303,Pending,5,0,5
439304,Pending,2,0,3
439305,Active,3,0,2
439306,Active,0,1,1
439307,Active,6,0,3
439308,Active,1,0,4
439309,Active,1,0,1
439310,Active,2,0,5
439311,Active,6,1,2
439312,Inactive,0,0,4
439313,Active,0,0,4
439314,Pending,0,1,5
439315,Pending,0,0,4
439316,Active,7,0,2
439317,Active,8,1,3
439318,Active,5,1,1
439319,Inactive,7,1,2
439320,Active,6,1,3
439321,Inactive,3,0,2
439322,Pending,5,0,4
439323,Active,5,0,5
439324,Inactive,9,1,4
439325,Inactive,2,1,3
439326,Active,4,1,4
439327,Inactive,7,1,3
439328,Pending,4,0,1
439329,Inactive,8,1,5
439330,Inactive,3,1,4
439331,Active,2,0,3
439332,Active,9,0,2
439333,Pending,2,0,2
439334,Pending,3,0,2
439335,Active,8,1,4
439336,Active,9,1,3
439337,Active,5,1,1
439338,Active,3,0,5
439339,Inactive,6,0,4
439340,Active,0,0,4
439341,Inactive,6,1,2
439342,Pending,7,1,5
439343,Inactive,6,0,5
439344,Active,7,1,3
439345,Active,0,0,4
439346,Pending,1,0,1
439347,Pending,5,0,2
439348,Active,8,1,2
439349,Pending,3,1,4
439350,Inactive,5,0,3
439351,Active,2,0,2
439352,Pending,7,1,1
439353,Active,1,1,5
439354,Active,5,0,2
439355,Pending,4,1,2
439356,Active,4,1,3
439357,Pending,3,0,1
439358,Inactive,0,0,5
439359,Active,2,1,3
439360,Active,2,0,3
439361,Pending,5,0,1
439362,Active,0,1,4
439363,Active,2,1,5
439364,Inactive,6,0,5
439365,Inactive,3,1,5
439366,Active,2,1,2
439367,Active,5,1,4
439368,Pending,3,1,4
439369,Pending,5,1,2
439370,Active,9,0,2
439371,Active,3,0,4
439372,Inactive,8,1,4
439373,Active,0,0,5
439374,Active,2,0,3
439375,Inactive,7,1,4
439376,Active,4,0,2
439377,Inactive,0,1,3
439378,Active,4,0,5
439379,Pending,0,1,2
439380,Active,4,0,2
439381,Active,5,1,1
439382,Active,7,1,2
439383,Inactive,7,0,1
439384,Inactive,5,0,5
439385,Active,7,1,4
439386,Active,8,0,4
439387,Active,3,1,4
439388,Pending,4,0,2
439389,Active,0,1,1
439390,Active,2,1,1
439391,Active,4,1,4
439392,Inactive,7,0,1
439393,Active,0,1,1
439394,Active,0,1,5
439395,Active,0,0,4
439396,Active,3,1,2
439397,Pending,7,1,3
439398,Inactive,9,1,4
439399,Pending,1,1,5
439400,Active,7,1,2
439401,Pending,5,1,2
439402,Inactive,2,1,1
439403,Active,7,0,2
439404,Inactive,6,1,1
439405,Active,3,0,1
439406,Active,8,0,5
439407,Pending,3,0,3
439408,Active,1,1,2
439409,Active,4,1,4
439410,Active,2,0,2
439411,Inactive,7,1,1
439412,Active,3,0,1
439413,Active,4,0,4
439414,Active,8,1,5
439415,Active,7,0,3
439416,Active,4,1,1
439417,Active,3,1,1
439418,Active,9,1,2
439419,Pending,5,0,5
439420,Active,8,1,2
439421,Inactive,6,0,2
439422,Pending,8,1,2
439423,Active,8,1,2
439424,Pending,9,0,4
439425,Active,3,0,4
439426,Active,6,1,3
439427,Inactive,0,1,5
439428,Active,5,0,1
439429,Active,2,1,2
439430,Active,2,0,1
439431,Pending,8,0,2
439432,Active,0,0,4
439433,Active,8,0,3
439434,Inactive,7,0,3
439435,Inactive,3,0,2
439436,Active,4,1,5
439437,Pending,2,1,3
439438,Inactive,5,1,4
439439,Active,5,0,1
439440,Pending,9,0,5
439441,Pending,6,1,4
439442,Active,3,0,2
439443,Active,2,0,2
439444,Active,8,0,2
439445,Active,9,1,3
439446,Active,2,0,3
439447,Active,5,1,3
439448,Active,0,0,1
439449,Pending,1,0,5
439450,Active,5,1,2
439451,Active,0,1,3
439452,Active,9,1,2
439453,Active,9,1,1
439454,Active,9,1,1
439455,Pending,8,0,1
439456,Active,2,0,3
439457,Active,6,0,3
439458,Pending,1,1,5
439459,Inactive,4,0,5
439460,Inactive,0,1,4
439461,Pending,8,0,5
439462,Inactive,6,0,3
439463,Active,7,0,3
439464,Pending,2,1,4
439465,Pending,9,1,5
439466,Inactive,7,1,2
439467,Active,3,1,2
439468,Inactive,0,0,5
439469,Inactive,8,1,3
439470,Pending,0,1,5
439471,Active,3,0,1
439472,Active,4,1,4
439473,Active,6,1,1
439474,Active,9,0,1
439475,Pending,5,0,2
439476,Pending,6,1,2
439477,Active,2,1,1
439478,Inactive,0,0,2
439479,Pending,8,1,4
439480,Active,8,0,1
439481,Active,9,1,4
439482,Inactive,6,1,1
439483,Inactive,9,1,1
439484,Active,1,0,5
439485,Inactive,9,1,4
439486,Active,1,1,3
439487,Pending,6,0,5
439488,Active,8,1,2
439489,Active,8,0,3
439490,Active,1,0,5
439491,Active,7,0,1
439492,Active,7,0,1
439493,Inactive,7,0,3
439494,Active,1,1,1
439495,Pending,5,0,2
439496,Pending,3,1,3
439497,Pending,9,1,4
439498,Inactive,0,1,4
439499,Inactive,8,0,1
439500,Active,7,1,1
439501,Inactive,5,0,5
439502,Active,0,1,2
439503,Inactive,8,1,2
439504,Active,6,1,1
439505,Active,1,0,3
439506,Active,1,1,4
439507,Inactive,8,1,4
439508,Active,3,0,5
439509,Active,6,0,3
439510,Active,6,1,4
439511,Inactive,7,0,1
439512,Active,4,0,1
439513,Inactive,3,0,2
439514,Active,4,0,3
439515,Inactive,6,0,3
439516,Pending,4,0,4
439517,Inactive,1,0,1
439518,Pending,0,0,4
439519,Active,0,0,1
439520,Active,9,1,4
439521,Pending,0,1,1
439522,Inactive,3,1,3
439523,Active,0,1,2
439524,Inactive,9,1,4
439525,Active,1,1,1
439526,Inactive,2,0,1
439527,Active,3,0,3
439528,Inactive,6,0,5
439529,Active,3,0,1
439530,Active,7,0,3
439531,Active,9,0,2
439532,Inactive,5,1,4
439533,Pending,4,0,2
439534,Active,6,1,4
439535,Inactive,1,1,2
439536,Active,6,1,3
439537,Inactive,6,1,3
439538,Active,4,1,5
439539,Active,5,0,2
439540,Pending,9,1,2
439541,Active,3,1,5
439542,Active,3,1,5
439543,Active,8,1,3
439544,Active,9,1,3
439545,Active,6,0,5
439546,Active,4,1,1
439547,Active,3,0,2
439548,Active,4,1,4
439549,Active,0,0,1
439550,Active,4,0,3
439551,Inactive,5,0,1
439552,Pending,4,0,1
439553,Active,0,1,4
439554,Pending,8,1,3
439555,Inactive,7,0,2
439556,Pending,4,1,4
439557,Active,3,1,5
439558,Active,6,1,1
439559,Inactive,4,0,3
439560,Pending,5,0,5
439561,Inactive,0,1,2
439562,Active,5,1,5
439563,Active,2,0,2
439564,Active,8,1,2
439565,Inactive,3,1,3
439566,Inactive,4,0,5
439567,Active,8,1,5
439568,Active,6,0,4
439569,Active,8,1,3
439570,Active,1,0,3
439571,Active,5,1,2
439572,Active,7,0,3
439573,Active,2,1,4
439574,Pending,2,1,3
439575,Pending,4,1,1
439576,Active,6,0,3
439577,Active,2,1,3
439578,Inactive,0,1,4
439579,Active,4,1,5
439580,Active,0,1,4
439581,Pending,6,1,3
439582,Inactive,5,0,3
439583,Active,3,0,1
439584,Active,7,0,5
439585,Active,5,0,1
439586,Active,4,0,3
439587,Active,9,1,2
439588,Inactive,2,0,1
439589,Inactive,4,0,3
439590,Inactive,3,1,4
439591,Active,4,0,1
439592,Inactive,4,0,2
439593,Inactive,8,0,5
439594,Active,4,0,4
439595,Active,4,0,1
439596,Active,2,0,1
439597,Active,1,0,5
439598,Inactive,8,0,5
439599,Inactive,3,0,3
439600,Pending,9,1,4
439601,Active,4,1,1
439602,Inactive,1,1,3
439603,Active,4,0,4
439604,Active,3,1,1
439605,Active,0,1,2
439606,Inactive,3,1,2
439607,Inactive,2,1,3
439608,Inactive,4,1,5
439609,Active,1,1,1
439610,Pending,0,1,4
439611,Active,4,0,2
439612,Active,5,0,4
439613,Active,1,0,1
439614,Pending,9,1,5
439615,Pending,7,1,5
439616,Inactive,2,1,5
439617,Active,2,0,4
439618,Active,4,1,4
439619,Pending,8,1,2
439620,Active,4,0,2
439621,Active,4,0,1
439622,Inactive,0,1,4
439623,Active,3,1,5
439624,Inactive,2,1,2
439625,Active,7,1,3
439626,Active,9,1,1
439627,Active,8,0,3
439628,Inactive,5,0,1
439629,Inactive,3,0,3
439630,Active,1,0,4
439631,Inactive,7,0,1
439632,Active,9,0,2
439633,Active,5,1,2
439634,Inactive,8,0,3
439635,Pending,6,0,5
439636,Active,0,0,5
439637,Active,3,1,4
439638,Active,6,1,3
439639,Active,2,1,4
439640,Pending,7,1,4
439641,Active,7,0,2
439642,Active,7,0,2
439643,Active,6,0,4
439644,Inactive,5,0,3
439645,Inactive,0,0,4
439646,Inactive,1,0,2
439647,Inactive,6,1,4
439648,Inactive,0,1,5
439649,Active,9,1,2
439650,Active,7,1,4
439651,Active,6,1,2
439652,Pending,2,0,3
439653,Pending,5,0,4
439654,Pending,3,1,2
439655,Active,8,1,4
439656,Active,7,1,4
439657,Inactive,0,0,3
439658,Inactive,9,1,2
439659,Pending,7,1,3
439660,Active,6,1,2
439661,Active,3,1,1
439662,Active,8,1,4
439663,Inactive,6,1,5
439664,Active,7,1,3
439665,Inactive,7,0,3
439666,Inactive,8,0,4
439667,Pending,3,0,1
439668,Active,6,1,1
439669,Active,7,1,5
439670,Active,2,0,3
439671,Pending,2,1,4
439672,Inactive,6,0,5
439673,Active,7,0,3
439674,Pending,4,0,1
439675,Pending,4,0,5
439676,Pending,7,1,2
439677,Pending,5,0,4
439678,Pending,2,0,1
439679,Pending,2,0,1
439680,Pending,2,0,2
439681,Active,2,1,4
439682,Inactive,9,1,2
439683,Active,1,1,5
439684,Active,1,0,1
439685,Active,5,1,3
439686,Inactive,9,1,5
439687,Inactive,8,1,1
439688,Active,0,0,2
439689,Inactive,7,0,5
439690,Pending,2,1,2
439691,Active,0,1,3
439692,Active,1,1,5
439693,Inactive,9,0,2
439694,Active,5,0,5
439695,Active,8,1,2
439696,Active,1,0,1
439697,Inactive,1,0,2
439698,Pending,2,0,3
439699,Active,9,0,2
439700,Pending,2,1,2
439701,Pending,3,0,5
439702,Inactive,4,1,1
439703,Active,6,0,2
439704,Inactive,2,0,3
439705,Pending,5,1,5
439706,Inactive,4,1,1
439707,Active,5,1,2
439708,Active,1,0,5
439709,Active,6,1,2
439710,Inactive,9,0,1
439711,Inactive,1,1,2
439712,Pending,4,0,4
439713,Active,2,0,3
439714,Inactive,5,0,5
439715,Active,8,0,5
439716,Inactive,5,0,4
439717,Inactive,0,1,2
439718,Inactive,4,1,4
439719,Active,3,0,2
439720,Active,6,1,5
439721,Pending,3,1,4
439722,Active,6,0,3
439723,Active,4,0,3
439724,Active,0,0,1
439725,Active,5,1,4
439726,Pending,4,1,4
439727,Inactive,5,1,4
439728,Inactive,9,1,4
439729,Inactive,8,1,4
439730,Inactive,7,1,4
439731,Active,0,1,4
439732,Active,8,0,3
439733,Pending,0,1,4
439734,Pending,5,1,2
439735,Active,3,0,2
439736,Active,9,1,4
439737,Inactive,6,0,2
439738,Inactive,0,0,1
439739,Inactive,4,1,5
439740,Pending,0,1,5
439741,Inactive,9,0,4
439742,Active,1,0,3
439743,Pending,7,0,4
439744,Pending,1,0,2
439745,Active,0,1,4
439746,Active,1,1,5
439747,Active,2,0,3
439748,Inactive,3,0,1
439749,Pending,6,1,2
439750,Active,8,0,4
439751,Active,4,0,2
439752,Inactive,9,0,4
439753,Pending,0,0,1
439754,Inactive,3,1,3
439755,Active,4,1,3
439756,Pending,9,0,2
439757,Pending,9,0,3
439758,Inactive,4,1,1
439759,Active,1,0,3
439760,Inactive,4,1,1
439761,Inactive,0,0,4
439762,Inactive,4,0,2
439763,Active,4,1,3
439764,Active,6,1,1
439765,Inactive,5,1,4
439766,Inactive,0,0,5
439767,Active,9,1,3
439768,Active,3,0,3
439769,Pending,7,1,3
439770,Inactive,9,1,2
439771,Inactive,5,1,1
439772,Pending,9,1,5
439773,Active,2,1,4
439774,Inactive,9,1,2
439775,Inactive,2,0,4
439776,Pending,8,1,2
439777,Inactive,3,1,5
439778,Active,5,0,4
439779,Pending,9,1,5
439780,Active,1,0,3
439781,Inactive,2,0,5
439782,Active,5,1,5
439783,Inactive,6,1,1
439784,Active,5,0,1
439785,Inactive,4,0,1
439786,Active,1,0,3
439787,Active,6,0,4
439788,Pending,8,1,5
439789,Active,6,1,5
439790,Pending,5,1,5
439791,Active,2,0,3
439792,Pending,3,0,3
439793,Pending,0,1,4
439794,Inactive,7,1,5
439795,Active,2,1,3
439796,Pending,5,1,3
439797,Active,1,1,2
439798,Active,9,1,5
439799,Inactive,3,0,4
439800,Active,0,0,4
439801,Active,9,0,5
439802,Inactive,3,0,4
439803,Active,7,0,3
439804,Inactive,8,0,3
439805,Active,7,0,5
439806,Active,6,0,5
439807,Active,5,0,3
439808,Inactive,5,0,4
439809,Active,3,0,3
439810,Active,5,1,4
439811,Inactive,4,1,3
439812,Active,2,0,4
439813,Inactive,7,1,2
439814,Active,4,1,4
439815,Active,2,1,1
439816,Active,8,0,5
439817,Active,9,0,5
439818,Active,7,0,4
439819,Active,7,1,2
439820,Inactive,4,0,3
439821,Inactive,1,1,2
439822,Active,1,1,5
439823,Inactive,5,0,2
439824,Pending,6,1,5
439825,Inactive,1,0,4
439826,Pending,4,1,4
439827,Active,2,0,1
439828,Inactive,7,0,5
439829,Active,7,0,5
439830,Inactive,4,0,1
439831,Pending,8,0,3
439832,Active,8,0,5
439833,Active,1,0,1
439834,Active,2,0,1
439835,Active,6,0,5
439836,Pending,3,1,1
439837,Active,5,1,2
439838,Pending,3,1,1
439839,Active,9,0,1
439840,Active,0,0,4
439841,Pending,8,1,2
439842,Inactive,5,0,4
439843,Inactive,5,0,2
439844,Active,8,0,3
439845,Inactive,3,1,5
439846,Active,7,1,3
439847,Inactive,9,1,5
439848,Active,2,0,2
439849,Active,9,0,1
439850,Active,1,1,2
439851,Active,5,1,1
439852,Active,0,0,1
439853,Active,0,1,4
439854,Inactive,7,1,4
439855,Active,3,1,1
439856,Active,7,0,1
439857,Active,7,1,1
439858,Active,6,0,4
439859,Active,1,1,1
439860,Pending,1,0,5
439861,Active,1,1,5
439862,Active,7,1,3
439863,Active,2,1,2
439864,Active,6,1,3
439865,Pending,7,0,4
439866,Pending,4,1,1
439867,Active,9,0,5
439868,Active,3,0,4
439869,Pending,4,0,2
439870,Inactive,9,1,4
439871,Pending,2,0,3
439872,Inactive,7,1,2
439873,Inactive,0,0,4
439874,Active,1,1,2
439875,Active,3,0,2
439876,Pending,8,1,3
439877,Pending,1,1,1
439878,Inactive,2,1,5
439879,Active,0,0,5
439880,Active,9,0,4
439881,Pending,6,0,2
439882,Inactive,4,0,1
439883,Active,9,1,4
439884,Pending,2,1,2
439885,Inactive,5,1,4
439886,Active,7,1,1
439887,Active,7,1,3
439888,Inactive,4,1,2
439889,Inactive,8,0,3
439890,Active,1,1,2
439891,Active,0,0,2
439892,Inactive,0,1,3
439893,Inactive,2,1,4
439894,Active,3,0,5
439895,Active,2,1,1
439896,Active,4,0,1
439897,Active,4,0,1
439898,Active,3,1,2
439899,Active,5,1,2
439900,Inactive,4,1,4
439901,Active,2,1,5
439902,Active,6,1,1
439903,Inactive,9,1,2
439904,Pending,3,1,5
439905,Pending,3,0,4
439906,Active,3,1,3
439907,Pending,3,1,2
439908,Active,0,1,1
439909,Inactive,7,1,1
439910,Active,5,0,1
439911,Active,2,0,2
439912,Pending,8,0,5
439913,Active,5,1,5
439914,Pending,7,1,2
439915,Pending,1,0,2
439916,Active,2,0,5
439917,Active,5,1,4
439918,Inactive,3,0,4
439919,Active,4,1,4
439920,Inactive,6,0,3
439921,Pending,4,0,1
439922,Active,0,1,2
439923,Active,4,0,5
439924,Active,4,1,2
439925,Inactive,0,0,4
439926,Active,7,0,4
439927,Pending,0,1,4
439928,Active,5,0,3
439929,Active,6,0,1
439930,Active,5,1,3
439931,Pending,2,1,2
439932,Active,9,0,1
439933,Active,7,1,4
439934,Active,2,1,1
439935,Inactive,0,1,3
439936,Pending,3,0,1
439937,Active,8,1,2
439938,Active,3,0,3
439939,Inactive,8,1,2
439940,Inactive,9,0,5
439941,Inactive,6,1,5
439942,Active,8,1,3
439943,Inactive,8,0,2
439944,Active,5,0,5
439945,Inactive,1,1,3
439946,Inactive,9,0,3
439947,Pending,0,0,5
439948,Active,5,0,5
439949,Active,2,1,5
439950,Active,9,0,2
439951,Active,0,1,2
439952,Inactive,7,1,4
439953,Active,7,1,1
439954,Inactive,7,1,3
439955,Active,9,1,2
439956,Inactive,5,1,4
439957,Active,8,1,2
439958,Inactive,3,1,3
439959,Active,3,0,2
439960,Inactive,9,1,2
439961,Inactive,6,1,4
439962,Inactive,5,1,1
439963,Active,6,0,3
439964,Active,0,1,5
439965,Active,1,0,4
439966,Active,7,0,3
439967,Inactive,0,1,2
439968,Active,1,0,4
439969,Active,4,0,3
439970,Pending,2,1,3
439971,Active,8,1,5
439972,Pending,8,1,3
439973,Inactive,3,1,1
439974,Inactive,7,1,2
439975,Inactive,6,0,2
439976,Pending,6,1,4
439977,Active,3,0,4
439978,Inactive,7,1,5
439979,Inactive,1,0,3
439980,Inactive,7,1,4
439981,Inactive,7,0,4
439982,Active,0,1,4
439983,Inactive,0,0,3
439984,Pending,3,1,2
439985,Active,9,1,5
439986,Active,9,0,2
439987,Active,9,1,2
439988,Active,1,0,1
439989,Active,2,0,4
439990,Inactive,8,0,2
439991,Active,9,0,5
439992,Inactive,5,0,2
439993,Inactive,1,1,4
439994,Active,1,0,3
439995,Active,7,1,1
439996,Inactive,4,0,1
439997,Active,3,1,4
439998,Inactive,1,1,3
439999,Active,1,1,5
440000,Inactive,4,1,2
440001,Pending,4,0,5
440002,Active,7,0,4
440003,Active,8,0,4
440004,Pending,9,0,4
440005,Active,5,1,1
440006,Active,2,1,5
440007,Active,0,0,4
440008,Active,5,0,5
440009,Inactive,2,0,5
440010,Active,2,1,2
440011,Active,5,0,3
440012,Inactive,2,1,2
440013,Pending,3,1,1
440014,Pending,1,1,1
440015,Pending,4,0,2
440016,Inactive,4,0,4
440017,Inactive,7,1,4
440018,Active,8,1,5
440019,Active,5,1,4
440020,Inactive,4,0,4
440021,Inactive,0,0,5
440022,Active,9,0,5
440023,Active,2,1,2
440024,Active,1,1,5
440025,Inactive,0,0,5
440026,Active,6,1,5
440027,Active,9,1,4
440028,Pending,3,1,1
440029,Inactive,5,1,1
440030,Active,8,0,3
440031,Pending,5,0,5
440032,Inactive,9,1,3
440033,Active,7,0,4
440034,Pending,1,0,5
440035,Active,4,1,5
440036,Inactive,7,1,4
440037,Pending,4,1,4
440038,Active,3,0,1
440039,Active,8,1,2
440040,Pending,9,1,4
440041,Inactive,9,0,2
440042,Inactive,8,1,3
440043,Pending,9,1,5
440044,Active,8,1,5
440045,Pending,4,0,2
440046,Inactive,0,1,2
440047,Inactive,8,0,5
440048,Inactive,6,0,1
440049,Pending,9,0,3
440050,Pending,5,0,4
440051,Pending,2,0,1
440052,Active,4,0,1
440053,Active,0,0,2
440054,Active,1,1,3
440055,Inactive,0,1,1
440056,Active,8,0,3
440057,Inactive,4,1,2
440058,Active,8,0,1
440059,Inactive,9,0,5
440060,Inactive,0,0,1
440061,Active,4,1,3
440062,Active,1,0,2
440063,Active,0,1,4
440064,Pending,0,1,4
440065,Inactive,8,0,1
440066,Active,9,0,3
440067,Pending,9,1,3
440068,Inactive,9,1,5
440069,Pending,5,1,2
440070,Inactive,3,1,3
440071,Inactive,4,1,2
440072,Active,3,1,4
440073,Active,8,1,4
440074,Active,8,0,3
440075,Pending,5,1,5
440076,Pending,5,0,2
440077,Active,0,0,5
440078,Inactive,6,1,5
440079,Active,9,1,5
440080,Active,2,0,4
440081,Active,0,0,2
440082,Inactive,5,0,1
440083,Pending,6,0,2
440084,Active,8,1,1
440085,Inactive,9,0,3
440086,Active,0,1,5
440087,Inactive,3,1,1
440088,Pending,4,1,3
440089,Pending,5,0,2
440090,Inactive,9,0,3
440091,Pending,3,0,1
440092,Pending,5,1,5
440093,Pending,8,1,3
440094,Pending,6,0,3
440095,Active,9,1,4
440096,Pending,1,1,2
440097,Active,5,1,3
440098,Pending,7,1,4
440099,Inactive,1,0,4
440100,Active,2,1,3
440101,Active,1,0,2
440102,Active,2,1,4
440103,Inactive,8,0,4
440104,Active,1,0,1
440105,Active,3,0,2
440106,Inactive,0,1,5
440107,Inactive,0,1,4
440108,Active,8,0,5
440109,Active,9,1,3
440110,Inactive,4,0,1
440111,Active,9,0,2
440112,Active,7,1,1
440113,Inactive,4,1,3
440114,Active,8,1,3
440115,Active,5,1,5
440116,Active,7,0,2
440117,Inactive,4,1,2
440118,Pending,2,0,5
440119,Inactive,0,1,4
440120,Active,6,1,3
440121,Inactive,9,1,4
440122,Pending,7,1,1
440123,Active,0,1,4
440124,Inactive,3,0,1
440125,Inactive,5,1,5
440126,Pending,0,1,2
440127,Inactive,4,1,5
440128,Pending,7,1,2
440129,Inactive,8,0,2
440130,Inactive,1,0,2
440131,Active,4,0,5
440132,Active,5,0,2
440133,Active,5,0,4
440134,Pending,1,1,5
440135,Pending,2,1,5
440136,Active,4,0,1
440137,Active,6,0,5
440138,Inactive,9,1,1
440139,Active,0,1,5
440140,Active,8,0,1
440141,Active,7,1,3
440142,Active,9,1,1
440143,Pending,3,0,4
440144,Active,1,1,3
440145,Pending,1,0,3
440146,Inactive,5,1,1
440147,Active,9,0,5
440148,Active,5,0,3
440149,Inactive,4,1,4
440150,Pending,6,1,1
440151,Active,9,0,4
440152,Active,5,1,2
440153,Inactive,9,0,1
440154,Active,0,1,5
440155,Inactive,8,0,2
440156,Active,1,0,3
440157,Active,3,0,1
440158,Pending,5,1,2
440159,Inactive,2,1,5
440160,Active,2,0,1
440161,Pending,5,1,5
440162,Active,3,0,4
440163,Pending,2,1,1
440164,Pending,5,1,3
440165,Pending,7,1,4
440166,Inactive,1,0,5
440167,Inactive,9,0,2
440168,Active,2,0,5
440169,Inactive,1,0,3
440170,Pending,5,1,5
440171,Pending,1,1,3
440172,Active,8,0,1
440173,Inactive,7,0,5
440174,Active,7,1,5
440175,Active,0,0,5
440176,Active,7,1,5
440177,Active,4,1,1
440178,Active,7,1,1
440179,Active,8,0,1
440180,Active,3,1,5
440181,Active,2,0,1
440182,Pending,0,0,5
440183,Pending,2,0,4
440184,Pending,2,1,4
440185,Inactive,2,1,1
440186,Inactive,1,0,3
440187,Inactive,8,0,1
440188,Active,3,1,5
440189,Active,1,1,3
440190,Active,2,1,2
440191,Active,0,0,3
440192,Active,1,1,3
440193,Active,9,0,3
440194,Active,8,0,1
440195,Active,9,0,1
440196,Active,5,0,3
440197,Active,5,1,3
440198,Active,0,1,3
440199,Active,4,0,1
440200,Active,3,1,4
440201,Active,1,1,5
440202,Inactive,9,1,4
440203,Active,6,1,1
440204,Active,8,0,2
440205,Active,0,1,5
440206,Pending,5,0,5
440207,Active,9,0,2
440208,Inactive,5,0,2
440209,Active,6,1,2
440210,Active,0,1,5
440211,Inactive,4,0,4
440212,Pending,9,1,5
440213,Active,3,1,5
440214,Inactive,4,1,2
440215,Active,3,1,1
440216,Active,4,1,4
440217,Inactive,0,0,1
440218,Active,8,1,1
440219,Active,1,0,2
440220,Inactive,0,0,2
440221,Inactive,8,1,3
440222,Active,7,1,1
440223,Active,9,1,4
440224,Active,9,1,5
440225,Active,9,1,3
440226,Active,7,0,1
440227,Active,7,0,1
440228,Active,7,1,2
440229,Active,7,0,2
440230,Active,1,1,3
440231,Active,7,0,1
440232,Inactive,9,0,1
440233,Inactive,1,0,1
440234,Active,6,1,2
440235,Active,7,1,3
440236,Inactive,4,0,2
440237,Active,9,0,4
440238,Pending,6,1,3
440239,Active,9,1,4
440240,Pending,7,0,4
440241,Active,3,1,5
440242,Active,6,1,3
440243,Active,4,1,4
440244,Active,6,1,1
440245,Active,2,1,3
440246,Active,1,1,4
440247,Pending,5,1,5
440248,Active,8,0,2
440249,Pending,3,1,4
440250,Active,4,0,2
440251,Inactive,8,0,5
440252,Active,4,0,2
440253,Pending,2,0,1
440254,Active,8,1,1
440255,Active,6,0,5
440256,Inactive,4,1,2
440257,Pending,9,1,4
440258,Active,4,0,1
440259,Active,7,0,1
440260,Active,0,1,3
440261,Inactive,6,0,5
440262,Pending,9,0,5
440263,Active,1,0,4
440264,Active,9,0,2
440265,Pending,3,1,1
440266,Pending,2,0,5
440267,Active,9,1,2
440268,Inactive,9,1,1
440269,Active,8,1,3
440270,Active,2,0,4
440271,Active,5,1,5
440272,Pending,4,1,5
440273,Active,5,0,5
440274,Active,3,1,5
440275,Active,2,1,1
440276,Active,9,1,3
440277,Inactive,6,0,4
440278,Active,9,0,1
440279,Active,1,0,3
440280,Inactive,1,1,5
440281,Active,0,1,2
440282,Active,3,1,2
440283,Inactive,9,0,1
440284,Inactive,3,0,1
440285,Active,2,0,4
440286,Active,7,1,3
440287,Pending,1,0,2
440288,Active,9,0,4
440289,Active,4,1,4
440290,Active,5,0,2
440291,Active,4,0,3
440292,Active,9,1,3
440293,Active,1,1,4
440294,Inactive,3,0,2
440295,Inactive,9,0,2
440296,Active,9,0,2
440297,Inactive,7,1,4
440298,Active,7,0,3
440299,Active,0,0,3
440300,Active,0,0,1
440301,Active,0,1,3
440302,Active,1,1,3
440303,Inactive,4,0,5
440304,Active,3,0,3
440305,Inactive,7,0,4
440306,Pending,0,0,3
440307,Active,9,0,3
440308,Active,6,1,3
440309,Pending,1,0,1
440310,Active,5,1,5
440311,Active,0,0,5
440312,Active,7,0,5
440313,Pending,4,0,2
440314,Pending,5,0,1
440315,Inactive,9,1,2
440316,Active,9,0,1
440317,Pending,4,0,3
440318,Pending,6,1,2
440319,Active,3,1,1
440320,Active,4,0,3
440321,Pending,1,1,4
440322,Inactive,2,1,2
440323,Inactive,1,0,2
440324,Active,9,1,1
440325,Active,0,0,3
440326,Active,5,0,1
440327,Inactive,3,1,3
440328,Active,7,1,3
440329,Inactive,6,0,2
440330,Inactive,4,0,4
440331,Active,9,0,1
440332,Active,0,0,3
440333,Active,4,0,4
440334,Active,4,1,5
440335,Inactive,5,0,1
440336,Active,9,1,1
440337,Inactive,8,1,2
440338,Active,4,1,1
440339,Pending,3,1,5
440340,Active,5,1,4
440341,Active,7,0,5
440342,Active,1,0,5
440343,Active,3,1,1
440344,Active,3,1,3
440345,Inactive,9,1,3
440346,Active,9,1,2
440347,Inactive,7,1,1
440348,Active,4,1,3
440349,Pending,7,0,4
440350,Active,2,0,5
440351,Active,0,0,4
440352,Pending,1,0,5
440353,Inactive,7,0,3
440354,Inactive,4,1,5
440355,Inactive,3,1,2
440356,Inactive,5,0,3
440357,Active,0,0,3
440358,Active,9,1,3
440359,Inactive,7,0,1
440360,Inactive,5,0,1
440361,Active,5,0,1
440362,Inactive,4,0,4
440363,Active,7,1,2
440364,Active,0,1,3
440365,Inactive,2,0,1
440366,Active,7,1,2
440367,Pending,2,1,2
440368,Pending,3,0,3
440369,Pending,4,1,5
440370,Inactive,5,1,4
440371,Inactive,2,1,2
440372,Inactive,1,0,1
440373,Active,9,1,3
440374,Active,5,1,4
440375,Inactive,3,0,3
440376,Active,7,1,4
440377,Inactive,7,1,5
440378,Inactive,0,0,3
440379,Active,2,1,5
440380,Pending,5,1,5
440381,Inactive,0,1,3
440382,Inactive,4,1,3
440383,Active,1,0,5
440384,Inactive,9,0,4
